tval energy MaxDim localEnergy 
0 -137.766 39 -2.94611 -2.94611 -2.94611 -2.90174 -2.90174 -2.90174 -2.89347 -2.89347 -2.89347 -2.89014 -2.89014 -2.89014 -2.88849 -2.88849 -2.88849 -2.88752 -2.88752 -2.88752 -2.88683 -2.88683 -2.88683 -2.88623 -2.88623 -2.88623 -2.88561 -2.88561 -2.88561 -2.88482 -2.88482 -2.88482 -2.8837 -2.8837 -2.8837 -2.88183 -2.88183 -2.88183 -2.87828 -2.87828 -2.87828 -2.8701 -2.8701 -2.8701 -2.84543 -2.84543 -2.84543 -2.61183 -2.61183 -2.61183 
0 -134.482 18 -2.82563 -2.82563 -2.82563 -2.80961 -2.80961 -2.80961 -2.80915 -2.80915 -2.80915 -2.8091 -2.8091 -2.8091 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80909 -2.80908 -2.80908 -2.80908 -2.80905 -2.80905 -2.80905 -2.80874 -2.80874 -2.80874 -2.80571 -2.80571 -2.80571 -2.67772 -2.67772 -2.67772 
0.01 -134.481 16 -2.8256 -2.82559 -2.82557 -2.8096 -2.80959 -2.80957 -2.80914 -2.80913 -2.80911 -2.80909 -2.80908 -2.80906 -2.80908 -2.80907 -2.80905 -2.80908 -2.80907 -2.80905 -2.80908 -2.80907 -2.80905 -2.80908 -2.80907 -2.80905 -2.80908 -2.80907 -2.80905 -2.80908 -2.80907 -2.80905 -2.80908 -2.80907 -2.80905 -2.80908 -2.80906 -2.80904 -2.80904 -2.80903 -2.80901 -2.80873 -2.80872 -2.8087 -2.8057 -2.80569 -2.80567 -2.67775 -2.67773 -2.67772 
0.02 -134.481 16 -2.82561 -2.82559 -2.82555 -2.80961 -2.80959 -2.80955 -2.80915 -2.80913 -2.80909 -2.8091 -2.80908 -2.80904 -2.80909 -2.80907 -2.80904 -2.80909 -2.80907 -2.80903 -2.80909 -2.80907 -2.80903 -2.80909 -2.80907 -2.80903 -2.80909 -2.80907 -2.80903 -2.80909 -2.80907 -2.80903 -2.80909 -2.80907 -2.80903 -2.80909 -2.80906 -2.80903 -2.80905 -2.80903 -2.80899 -2.80874 -2.80872 -2.80869 -2.80571 -2.80569 -2.80565 -2.67777 -2.67775 -2.67771 
0.03 -134.482 16 -2.82565 -2.82562 -2.82557 -2.80965 -2.80962 -2.80957 -2.80919 -2.80915 -2.80911 -2.80914 -2.80911 -2.80906 -2.80913 -2.8091 -2.80905 -2.80913 -2.8091 -2.80905 -2.80913 -2.8091 -2.80905 -2.80913 -2.8091 -2.80905 -2.80913 -2.8091 -2.80905 -2.80913 -2.8091 -2.80905 -2.80913 -2.8091 -2.80905 -2.80912 -2.80909 -2.80904 -2.80908 -2.80905 -2.80901 -2.80878 -2.80875 -2.8087 -2.80575 -2.80571 -2.80566 -2.67779 -2.67776 -2.67771 
0.04 -134.485 16 -2.82574 -2.8257 -2.82564 -2.80972 -2.80968 -2.80962 -2.80925 -2.80922 -2.80916 -2.80921 -2.80917 -2.80911 -2.8092 -2.80916 -2.8091 -2.8092 -2.80916 -2.8091 -2.8092 -2.80916 -2.8091 -2.8092 -2.80916 -2.8091 -2.8092 -2.80916 -2.8091 -2.8092 -2.80916 -2.8091 -2.8092 -2.80916 -2.8091 -2.80919 -2.80915 -2.8091 -2.80915 -2.80912 -2.80906 -2.80885 -2.80881 -2.80875 -2.80581 -2.80577 -2.80571 -2.6778 -2.67776 -2.67771 
0.05 -134.49 16 -2.82589 -2.82585 -2.82578 -2.80983 -2.80979 -2.80972 -2.80936 -2.80932 -2.80926 -2.80931 -2.80927 -2.80921 -2.80931 -2.80927 -2.8092 -2.80931 -2.80927 -2.8092 -2.80931 -2.80927 -2.8092 -2.80931 -2.80927 -2.8092 -2.80931 -2.80927 -2.8092 -2.80931 -2.80927 -2.8092 -2.8093 -2.80926 -2.8092 -2.8093 -2.80926 -2.80919 -2.80926 -2.80922 -2.80916 -2.80896 -2.80892 -2.80885 -2.80592 -2.80587 -2.80581 -2.67781 -2.67777 -2.6777 
0.06 -134.497 16 -2.8261 -2.82606 -2.82599 -2.80998 -2.80994 -2.80987 -2.80952 -2.80947 -2.80941 -2.80947 -2.80943 -2.80936 -2.80946 -2.80942 -2.80935 -2.80946 -2.80942 -2.80935 -2.80946 -2.80942 -2.80935 -2.80946 -2.80942 -2.80935 -2.80946 -2.80942 -2.80935 -2.80946 -2.80942 -2.80935 -2.80946 -2.80942 -2.80935 -2.80945 -2.80941 -2.80934 -2.80942 -2.80937 -2.80931 -2.80911 -2.80907 -2.809 -2.80607 -2.80602 -2.80595 -2.67782 -2.67777 -2.6777 
0.07 -134.506 16 -2.82639 -2.82635 -2.82628 -2.81019 -2.81014 -2.81008 -2.80972 -2.80968 -2.80961 -2.80967 -2.80963 -2.80956 -2.80966 -2.80962 -2.80955 -2.80966 -2.80962 -2.80955 -2.80966 -2.80962 -2.80955 -2.80966 -2.80962 -2.80955 -2.80966 -2.80962 -2.80955 -2.80966 -2.80962 -2.80955 -2.80966 -2.80962 -2.80955 -2.80965 -2.80961 -2.80955 -2.80962 -2.80958 -2.80951 -2.80931 -2.80927 -2.8092 -2.80626 -2.80622 -2.80615 -2.67782 -2.67778 -2.6777 
0.08 -134.518 16 -2.82675 -2.82671 -2.82665 -2.81044 -2.8104 -2.81034 -2.80997 -2.80994 -2.80987 -2.80992 -2.80989 -2.80982 -2.80992 -2.80988 -2.80982 -2.80991 -2.80988 -2.80981 -2.80991 -2.80988 -2.80981 -2.80991 -2.80988 -2.80981 -2.80991 -2.80988 -2.80981 -2.80991 -2.80988 -2.80981 -2.80991 -2.80988 -2.80981 -2.80991 -2.80987 -2.80981 -2.80987 -2.80983 -2.80977 -2.80956 -2.80953 -2.80946 -2.80651 -2.80647 -2.8064 -2.67781 -2.67778 -2.6777 
